"","Forest type","Species","Individual number","LT (mm)","LA (cm²)","SLA (cm2 g-1)","LDMC (g g-1)","LTD (g cm-3)","TDMC (g g-1)","TTD (g cm-3)","BT (mm)","BDMC (g g-1)","BTD (g cm-3)","SDMC (g g-1)","STD (g cm-3)","LC (mg g-1)","LN (mg g-1)","LP (mg g-1)","LCN","LCP","LNP","TC (mg g-1)","TN (mg g-1)","TP (mg g-1)","TCN","TCP","TNP","BC (mg g-1)","BN (mg g-1)","BP (mg g-1)","BCN","BCP","BNP","SC (mg g-1)","SN (mg g-1)","SP (mg g-1)","SCN","SCP","SNP"
"189",NA,NA,4,0.4545,56.4375,122.159090909091,0.354975028812908,0.3602220687185,0.457680250783699,0.349282296650718,"2.568","0.439601494396015","0.455483870967742","0.361266294227188","0.377431906614786",471.47,17.49,1.1712962962963,26.956546598056,402.519841897232,14.9321739130434,473.57,4.2,0.377126654064272,112.754761904762,1255.73197994988,11.1368421052632,"454.89","9.64","0.7177734375","47.1877593360996","633.751510204082","13.4304217687075","458.5","4.64","0.411996066863324","98.8146551724138","1112.87470167064","11.2622434367542"
"190",NA,NA,5,0.4531,36.32545,85.4716470588235,0.411025145067698,0.516432850939007,0.58806404657933,0.468677494199536,"1.986","0.633477633477634","0.443882709807887","0.662534986005598","0.576147426981919",465.34,13.4,0.977443609022556,34.7268656716418,476.078615384616,13.7092307692308,460.24,3.47,0.502958579881657,132.634005763689,915.065411764705,6.89917647058823,"474.01","7.65","0.699721964782206","61.962091503268","677.42621192053","10.9329139072848","458.64","1.57","0.171830985915493","292.127388535032","2669.13442622951","9.13688524590164"
"191",NA,"Machilus thunbergii",1,0.3645,11.7904,74.1534591194968,0.506369426751592,0.739947740143757,0.612903225806452,0.524137931034483,"8.67","0.560270371761172","0.547322083639032","0.579646017699115","0.572886297376093",467.73,9.9,0.709677419354839,47.2454545454545,659.074090909091,13.95,466.29,2.28,0.263520157325467,204.513157894737,1769.46615671642,8.65208955223881,"474.21","4.32","0.328063241106719","109.770833333333","1445.48349397591","13.1681927710844","468.8","1.49","0.164783427495292","314.630872483221","2844.94628571428","9.04217142857142"
"192",NA,NA,2,0.4175,15.7832,71.7418181818182,0.524433849821216,0.667730381398489,0.568807339449541,0.558558558558559,"5.538","0.515781370284835","0.492104296731546","0.529498525073746","0.496542185338866",466.03,8.63,0.603290676416819,54.0011587485516,772.48003030303,14.3048787878788,466.48,2.34,0.315891472868217,199.350427350427,1476.70969325153,7.40760736196319,"475.16","5.25","0.429362880886427","90.5066666666667","1106.66296774193","12.2274193548387","463.95","1.74","0.220435193945128","266.637931034483","2104.70021459227","7.89347639484977"
"193",NA,NA,3,0.4295,16.19145,59.7470479704797,0.551373346897253,0.779382006940375,0.59047619047619,0.551928783382789,"5.04","0.554725040042712","0.53200204813108","0.576043068640646","0.563899868247694",461,7.34,0.730916030534351,62.8065395095368,630.715404699739,10.0421932114883,466.99,3.24,0.408105560791706,144.132716049383,1144.28727482679,7.93912240184757,"473.86","4.64","0.425352112676056","102.125","1114.04172185431","10.9086092715232","469.19","2.03","0.207269155206287","231.128078817734","2263.67497630332","9.79402843601895"
"194",NA,NA,4,0.3255,9.3363,73.804743083004,0.512145748987854,0.832520104332209,0.621951219512195,0.564575645756458,"7.056","0.512596573731945","0.492575855390575","0.56353591160221","0.522184300341297",456.38,9.03,0.823361823361823,50.5404208194906,554.288512110727,10.96723183391,467.1,1.91,0.27458617332035,244.55497382199,1701.10531914894,6.95592198581562,"469.53","4.89","0.445065176908752","96.0184049079755","1054.96907949791","10.9871548117155","474.02","1.58","0.280075187969925","300.012658227848","1692.47409395973","5.64134228187919"
"195",NA,NA,5,0.4055,18.7197,57.1593893129771,0.563198624247635,0.862882292836601,0.558252427184466,0.572139303482587,"6.5","0.593725490196078","0.577421815408085","0.592783505154639","0.586734693877551",467.41,6.22,0.546210720887246,75.1463022508039,855.732013536379,11.3875465313029,470.18,2.52,0.380487804878049,186.579365079365,1235.72948717949,6.62307692307692,"506.19","8.12","0.463461538461538","62.3386699507389","1092.19419087137","17.5203319502075","468.45","2.17","0.224334600760456","215.875576036866","2088.17542372882","9.67305084745764"
"196",NA,"Meliosma flexuosa",1,0.3665,52.0848,188.713043478261,0.380689655172414,0.289170574555529,0.401209677419355,0.390196078431373,"0.704","0.32378223495702","0.231083844580777","0.405977584059776","0.384736428009441",440.76,18,1.17123287671233,24.4866666666667,376.321403508771,15.3684210526316,464.51,4.03,0.645873320537428,115.263027295285,719.19676077266,6.23961367013373,"511.01","8.89","0.799245994344958","57.4814398200225","639.365106132075","11.122983490566","467.44","2.4","0.386627906976744","194.766666666667","1209.0177443609","6.20751879699248"
"197",NA,NA,2,0.297,51.48415,202.295284872299,0.34839151266256,0.332880063826384,0.379052369077307,0.336283185840708,"0.87","0.3","0.301587301587302","0.406488549618321","0.372052401746725",437.89,21.13,1.32015065913371,20.7236157122575,331.696990014265,16.0057489300999,465.63,2.87,0.617164898746384,162.240418118467,754.466109375,4.650296875,"440.32","9.05","1.05953488372093","48.6541436464088","415.578577699737","8.54148375768218","464.64","2.21","0.489756097560976","210.244343891403","948.717131474103","4.51245019920318"
"198",NA,NA,3,0.3275,60.8848,220.597101449275,0.357976653696498,0.276833656874311,0.427642276422764,0.374643874643875,"0.996","0.316546762589928","0.258823529411765","0.464008859357697","0.457423580786026",436.07,18.82,1.17652859960552,23.1705632306057,370.641223805533,15.9962112321878,467.19,4.94,0.640112464854733,94.5728744939271,729.856120058565,7.71739385065886,"432.71","8.83","0.961612284069098","49.004530011325","449.983852295409","9.18249500998004","467.51","3.31","0.411162790697674","141.2416918429","1137.0435520362","8.05033936651585"
"199",NA,NA,4,0.265,61.509,271.562913907285,0.326604181687094,0.277916071187005,0.412393162393162,0.392276422764228,"0.746","0.28080229226361","0.237864077669903","0.42749731471536","0.39484126984127",430.84,18.49,1.21489971346705,23.3012439156301,354.630094339622,15.2193632075472,466.76,4.44,0.614670380687094,105.126126126126,759.366344410876,7.2233836858006,"431.08","8.04","0.947026022304833","53.6169154228856","455.193405299313","8.4897350343474","465.07","2.21","0.473148148148148","210.438914027149","982.926810176125","4.67084148727984"
"200",NA,NA,5,0.2685,58.6818,300.932307692308,0.283018867924528,0.247523758044308,0.39344262295082,0.360902255639098,"0.614","0.313725490196078","0.231884057971015","0.44","0.360655737704918",432.24,17.96,1.2953216374269,24.0668151447661,333.693182844244,13.8652821670429,464.25,4.6,1.00467289719626,100.923913043478,462.090697674419,4.5786046511628,"439.69","7.79","1.06932409012132","56.4428754813864","411.184975688816","7.28497568881684","459.59","2.67","0.674953959484346","172.131086142322","680.920518417463","3.95582537517053"
"201",NA,"Meliosma oldhamii",1,0.3665,15.54525,172.725,0.322003577817531,0.315937236698401,0.533333333333333,0.509090909090909,"1.41","0.52112676056338","0.460580912863071","0.6","0.466321243523316",442.11,15.96,0.733086190917516,27.7011278195489,603.080518331227,21.7709734513274,470.11,2.99,0.510144927536232,157.227424749164,921.522443181818,5.86107954545454,"439.98","7.37","0.478859390363815","59.6987788331072","918.808336755647","15.3907392197125","465.17","2.08","0.306616961789376","223.639423076923","1517.10458966565","6.78370820668692"
"202",NA,NA,2,0.2825,9.8286,156.009523809524,0.355932203389831,0.453795758414265,0.510843373493976,0.550649350649351,"3.28","0.519473081328751","0.491332611050921","0.635658914728682","0.572425828970332",446.55,14.65,0.795158286778399,30.481228668942,561.586299765808,18.4240046838407,469.71,3.8,0.683858643744031,123.607894736842,686.852472067039,5.55670391061452,"403.13","5.12","0.333956969130028","78.736328125","1207.13156862745","15.3313165266106","461.51","1.6","0.285979572887651","288.44375","1613.78659090909","5.59480519480519"
"203",NA,NA,3,0.3545,16.9041,206.14756097561,0.269293924466338,0.273675270057625,0.528155339805825,0.47304347826087,"1.596","0.466216216216216","0.469387755102041","0.665706051873199","0.671511627906977",429.4,17.11,0.826923076923077,25.0964348334307,519.274418604651,20.6911627906977,470.51,3.24,0.598029556650246,145.219135802469,786.767133443163,5.4177924217463,"413.42","6.23","0.400372439478585","66.3595505617977","1032.58855813953","15.560511627907","469.99","1.96","0.254699248120301","239.790816326531","1845.27439114391","7.69535055350553"
"204",NA,NA,4,0.2575,12.8499,131.793846153846,0.356489945155393,0.589328752284499,0.515267175572519,0.452261306532663,"1.996","0.46927374301676","0.457765667574932","0.566929133858268","0.544080604534005",453.68,15.78,0.8037109375,28.7503168567807,564.481555285541,19.6339246658566,474.96,2.06,0.476424361493124,230.563106796117,996.926350515463,4.32387628865979,"425.1","5.97","0.439622641509434","71.2060301507538","966.965665236051","13.5798283261803","464.37","1.7","0.265520534861509","273.158823529412","1748.90428057554","6.40251798561151"
"205",NA,NA,5,0.2305,5.2679,202.611538461538,0.298850574712644,0.428247554593225,0.504032258064516,0.490196078431373,"1.922","0.471976401179941","0.372960372960373","0.565310492505353","0.518664047151277",428.99,16.83,0.682972718720602,25.4896019013666,628.121721763085,24.6422727272727,470.88,3.32,0.512059369202226,141.831325301205,919.580869565218,6.4836231884058,"422.72","6.11","0.405825242718447","69.1849427168576","1041.63062200957","15.0557416267942","465.58","1.51","0.230195712954334","308.331125827815","2022.53983805668","6.55963562753035"
"206",NA,"Myrica rubra",1,0.38,12.67615,112.178318584071,0.440545808966862,0.469177819846928,0.502547770700637,0.588805970149254,"6.142","0.485063480209111","0.461292613636364","0.490963855421687","0.556313993174061",492.34,12.93,0.708022388059701,38.077339520495,695.373491436101,18.2621343873518,462.64,5.32,0.766634522661524,86.9624060150376,603.468779874214,6.9394213836478,"481.91","9.36","0.371673003802281","51.4861111111111","1296.59672634271","25.1834271099745","466.12","2.16","0.204022988505747","215.796296296296","2284.64450704225","10.5870422535211"
"207",NA,NA,2,0.5165,20.2367,124.151533742331,0.406483790523691,0.311894402543573,0.514435695538058,0.610591900311526,"7.07","0.50018254837532","0.51043219076006","0.435320584926884","0.488636363636364",492.88,14.18,0.752327746741155,34.7588152327221,655.14,18.8481683168317,454.53,3.81,0.383177570093458,119.299212598425,1186.21243902439,9.94317073170732,"470.32","7.32","0.364383561643836","64.2513661202186","1290.72781954887","20.0887218045113","465.93","2.77","0.274253731343284","168.205776173285","1698.90122448979","10.1001360544218"
"208",NA,NA,3,0.3585,18.24405,107.634513274336,0.413919413919414,0.518309637695945,0.408284023668639,0.467796610169491,"3.02","0.469356486210419","0.430646672914714","0.5","0.564531104921077",489.01,15.82,0.656927426955702,30.9108723135272,744.38968436155,24.0818077474892,461.68,5.63,0.569143932267168,82.0035523978686,811.183206611571,9.89204958677687,"475.7","9.71","0.357421875","48.9907312049434","1330.92021857923","27.1667759562842","469.57","2.58","0.162639405204461","182.003875968992","2887.18468571428","15.8633142857143"
"209",NA,NA,4,0.494,17.38005,100.462716763006,0.434673366834171,0.402993580743206,0.498154981549815,0.589519650655022,"5.496","0.469950738916256","0.484756097560976","0.570200573065903","0.548209366391185",487.22,12.77,0.650671785028791,38.1534847298356,748.795339233038,19.6258702064897,463.62,4.28,0.417279411764706,108.322429906542,1111.0540969163,10.2569162995595,"470.1","8.12","0.365530303030303","57.8940886699507","1286.07668393782","22.2143005181347","468.95","2.18","0.207233626588465","215.114678899083","2262.90495283019","10.5195283018868"
"210",NA,NA,5,0.4125,23.55665,111.908076009501,0.448827292110874,0.433256027748454,0.539735099337748,0.586330935251799,"3.582","0.525659824046921","0.567246835443038","0.517350157728707","0.605166051660517",488.63,14.79,0.62312030075188,33.0378634212306,784.166395173454,23.7353846153846,465.44,4.01,0.408125577100646,116.069825436409,1140.43330316742,9.82540723981901,"474.38","7.92","0.366541353383459","59.8964646464646","1294.20594871795","21.6073846153846","466.42","2.58","0.249520153550864","180.782945736434","1869.26784615384","10.3398461538461"
"211",NA,"Neolitsea aurata",1,0.1715,14.62815,130.608482142857,0.493392070484582,0.892882865556883,0.537037037037037,0.520958083832335,"0.708","0.547368421052632","0.509803921568627","0.635036496350365","0.527272727272727",498.41,13.34,1.10949612403101,37.3620689655172,449.221938864628,12.0234759825327,462.2,3.82,0.626893939393939,120.994764397906,737.28580060423,6.09353474320242,"499.22","8.03","0.522851919561243","62.1693648816936","954.801888111888","15.3580769230769","453.93","2.26","0.216682646212848","200.853982300885","2094.90703539823","10.43"
"212",NA,NA,2,0.185,16.3435,111.559726962457,0.526032315978456,0.969060350465802,0.602122015915119,0.5675,"0.952","0.595505617977528","0.630952380952381","0.680412371134021","0.619718309859155",499.94,12.93,0.851364063969896,38.6651198762568,587.222342541437,15.1873922651934,462.69,2.93,0.394833948339483,157.914675767918,1171.85971962617,7.42084112149533,"492.91","7.11","0.463031423290203","69.3263009845288","1064.52818363274","15.3553293413174","464.43","3.41","0.205152671755725","136.196480938416","2263.82623255814","16.6217674418605"
"213",NA,NA,3,0.234,18.1645,104.99710982659,0.514115898959881,0.814023220365261,0.598958333333333,0.57356608478803,"0.84","0.588888888888889","0.609195402298851","0.718631178707224","0.638513513513513",498.31,11.61,0.87984496124031,42.9207579672696,566.361145374449,13.1955066079295,465.38,2.55,0.469310670443815,182.501960784314,991.624587525151,5.43350100603622,"494.35","7.34","0.502458210422812","67.350136239782","983.862915851272","14.6081800391389","463.18","1.28","0.226666666666667","361.859375","2043.44117647059","5.6470588235294"
"214",NA,NA,4,0.1955,12.28595,115.36103286385,0.537878787878788,0.886796760931115,0.505167958656331,0.419078242229368,"0.61","0.519230769230769","0.574468085106383","0.591240875912409","0.570422535211268",504.88,13.11,0.805309734513274,38.511060259344,626.938901098901,16.2794505494506,466.47,3.59,0.586744639376218,129.935933147632,795.01365448505,6.11850498338871,"496.53","7.17","0.514787430683919","69.2510460251046","964.534039497306","13.928078994614","463.47","1.83","0.273622047244095","253.262295081967","1693.83280575539","6.68805755395682"
"215",NA,NA,5,0.1995,15.8376,121.827692307692,0.528455284552846,0.822888660758833,0.678941311852704,0.637149028077754,"1.056","0.564705882352941","0.588957055214724","0.605381165919282","0.619266055045872",498.38,14.68,0.826454033771107,33.9495912806539,603.034143019296,17.7626333711691,462.6,3.05,0.443798449612403,151.672131147541,1042.36506550218,6.87248908296943,"479.67","8.83","0.518761726078799","54.3227633069083","924.644159132008","17.0213019891501","460.41","2.48","0.296331138287865","185.649193548387","1553.70104761905","8.36901587301586"
"216",NA,"Phoebe sheareri",1,0.3965,44.79215,143.564583333333,0.412971542025149,0.351349620815986,0.409836065573771,0.454545454545455,"5.552","0.61010101010101","0.516239316239316","0.615664845173042","0.573853989813243",466.91,16.62,1.47402597402597,28.0932611311673,316.75832599119,11.2752422907489,468.6,9.51,0.426470588235294,49.2744479495268,1098.78620689655,22.2993103448276,"445.96","9.36","0.449704142011834","47.6452991452991","991.674210526317","20.8136842105263","468.75","3.63","0.181904761904762","129.132231404959","2576.89790575916","19.9554973821989"
"217",NA,NA,2,0.514,37.3008,159.405128205128,0.372908366533864,0.244098206090989,0.478260869565217,0.439024390243902,"3.032","0.567441860465116","0.628865979381443","0.629173989455184","0.602693602693603",466.32,16.8,1.35611164581328,27.7571428571429,343.86549325763,12.3883605393897,465.18,5.05,0.386298763082778,92.1148514851485,1204.19748768473,13.0727832512315,"460.4","9.52","0.446462715105162","48.3613445378151","1031.21713062099","21.3231691648823","466.78","2.36","0.201310861423221","197.78813559322","2318.70251162791","11.7231627906977"
